ts,run_id,component,operation,metric,value_ms,program_id,service_id
1776620657654,,launcher,start,generateAttestableDoc_ms,0.185122,28,
1776620657655,,launcher,start,generateCertificate_ms,0.799815,28,
1776620657655,,launcher,start,sign_ms,0.000980,28,
1776620657693,1776620657-1,launcher,read_write,lookupService_ms,0.010219,28,store-service
1776620657693,1776620657-1,launcher,read_write,getCertificate_ms,0.242145,28,
1776620657693,1776620657-1,launcher,read_write,getProgramPublicKey_ms,0.103282,28,
1776620657,1776620657-1,integration_process,read,decrypt_ms,0.004800,28,store-service
1776620657,1776620657-1,integration_process,read,read_act_total_ms,34.049150,28,store-service
1776620657,1776620657-1,integration_process,execute,execute_total_ms,34.067729,28,
1776620657711,,launcher,start,run_ms,56.173604,28,
1776620657711,,launcher,start,start_total_ms,58.637228,28,
1776620694642,,launcher,start,retrieveProgram_ms,0.029400,29,
1776620694939,,launcher,start,compile_ms,297.483600,29,
1776620703375,,launcher,start,retrieveProgram_ms,0.029281,29,
1776620703376,,launcher,start,createCompartment_ms,0.001680,29,
1776620703376,,launcher,start,deploy_ms,0.000840,29,
1776620703376,,launcher,start,getIntegratedServices_ms,0.002900,29,
1776620703376,,launcher,start,exchangeKeys_ms,0.008701,29,
1776620703376,,launcher,start,generateAttestableDoc_ms,0.184684,29,
1776620703377,,launcher,start,generateCertificate_ms,0.805275,29,
1776620703377,,launcher,start,sign_ms,0.000859,29,
1776620703415,1776620703-1,launcher,read_write,lookupService_ms,0.007300,29,store-service
1776620703415,1776620703-1,launcher,read_write,getCertificate_ms,0.241044,29,
1776620703415,1776620703-1,launcher,read_write,getProgramPublicKey_ms,0.101422,29,
1776620703,1776620703-1,integration_process,read,decrypt_ms,0.004861,29,store-service
1776620703,1776620703-1,integration_process,read,read_act_total_ms,33.830205,29,store-service
1776620703,1776620703-1,integration_process,execute,execute_total_ms,33.848325,29,
1776620703433,,launcher,start,run_ms,55.655795,29,
